,utterance_id,transcript_raw,response_transcript_raw,is_grammatical,labels,transcript_file,child_name,transcript_clean,response_transcript_clean
278,28,I'm read it .,you read it to mummy .,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,I'm read it.,you read it to mummy.
279,29,man going in car .,man going in the car ?,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,man going in car.,man going in the car?
280,30,we done that one .,"we've done that one , , haven't we ?",False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,we done that one.,"we've done that one, haven't we?"
281,31,all fall down .,they did all fall down .,False,subject,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,all fall down.,they did all fall down.
282,32,"alright , mummy ?","you alright , darling ?",False,subject,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,"alright, mummy?","you alright, darling?"
283,33,all gone .,it is not all gone .,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,all gone.,it is not all gone.
284,34,like mummy .,does mummy like eggs ?,False,"auxiliary, object",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,like mummy.,does mummy like eggs?
285,35,xxx got leaf on it .,there is a leaf on it .,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,got leaf on it.,there is a leaf on it.
286,36,have a look at fish .,having a look at the fish .,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,have a look at fish.,having a look at the fish.
287,37,sheep here .,the sheep's here .,False,"determiner, verb",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,sheep here.,the sheep's here.
288,38,like this .,you you lie like that .,False,"subject, verb",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,like this.,you lie like that.
289,0,because all paper on the floor .,all the paper on the floor .,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-01-26.60.annotated.cex,lara,because all paper on the floor.,all the paper on the floor.
290,1,daddy lions xxx tail .,daddy lions have manes .,False,verb,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-01-26.60.annotated.cex,lara,daddy lions tail.,daddy lions have manes.
291,2,and I found man .,and you found the man ?,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-01-26.60.annotated.cex,lara,and I found man.,and you found the man?
292,3,where's the lady ?,which lady ?,True,,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-01-26.60.annotated.cex,lara,where's the lady?,which lady?
293,4,I'm squashing .,you're squashing the poor squirrel ?,False,object,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-01-26.60.annotated.cex,lara,I'm squashing.,you're squashing the poor squirrel?
294,5,I catch him .,you throw him for Lara and Lara will catch him .,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-01-26.60.annotated.cex,lara,I catch him.,you throw him for Lara and Lara will catch him.
295,6,haven't got any any .,you've got loads of knee to sit on .,False,subject,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-01-26.60.annotated.cex,lara,haven't got any.,you've got loads of knee to sit on.
296,7,this is a xxx book .,a what book ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-01-26.60.annotated.cex,lara,this is a book.,a what book?
297,0,I want seal .,you want to do the seal ?,False,verb,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,I want seal.,you want to do the seal?
298,1,angel fish .,the angel fish .,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,angel fish.,the angel fish.
299,2,xxx twinkle star .,the crab's hiding the twinkle star .,False,"subject, verb, auxiliary, determiner",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,twinkle star.,the crab's hiding the twinkle star.
300,3,don't know .,you don't know ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,don't know.,you don't know?
301,4,can I do sticky ?,you want to do the stickies now ?,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,can I do sticky?,you want to do the stickies now?
302,5,don't want that one .,you don't want that one ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,don't want that one.,you don't want that one?
303,6,I done it .,you haven't done that end .,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,I done it.,you haven't done that end.
304,7,go to shop .,were you okay when daddy when daddy went to the shop ?,False,"determiner, subject",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,go to shop.,were you okay when daddy went to the shop?
305,8,bits on my hand .,the bits of glue on your hand .,False,"determiner, other",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,bits on my hand.,the bits of glue on your hand.
306,9,let me get sticky bits off .,let you what ?,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,let me get sticky bits off.,let you what?
307,10,let me get sticky bits off .,get all the sticky bits off .,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,let me get sticky bits off.,get all the sticky bits off.
308,11,I like xxx .,you like what ?,False,object,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,I like.,you like what?
309,12,baby bath .,are you gonna give baby a bath ?,False,"verb, determiner",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,baby bath.,are you going to give baby a bath?
310,13,baby bath .,only a pretend bath today though .,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,baby bath.,only a pretend bath today though.
311,14,I can't find dolly .,I can find the dolly .,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,I can't find dolly.,I can find the dolly.
312,15,I'm gonna I'm gonna,I'm gonna wash that dolly .,False,"verb, object",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,I'm going to.,I'm going to wash that dolly.
313,16,I'm gonna I'm gonna,you're gonna what ?,False,object,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,I'm going to.,you're going to what?
314,17,I'm gonna turn turn the tap off .,you want to what ?,True,,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,I'm going to turn the tap off.,you want to what?
315,18,turn the tap off .,turn the tap on ?,False,preposition,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,turn the tap off.,turn the tap on?
316,19,I'm going for walk .,you're going for a walk ?,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-06-16.45.annotated.cex,lara,I'm going for walk.,you're going for a walk?
317,0,I bet they not broken .,I don't think they'll be broken either .,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-03-10.45.annotated.cex,lara,I bet they not broken.,I don't think they'll be broken either.
318,1,two's gone down there and,twos have gone two have gone down there ?,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-03-10.45.annotated.cex,lara,two's gone down there and.,twos have gone two have gone down there?
319,2,wish we got some straws .,we've got loads of straws .,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-03-10.45.annotated.cex,lara,wish we got some straws.,we've got loads of straws.
320,3,I got two .,you've got one over there .,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-03-10.45.annotated.cex,lara,I got two.,you've got one over there.
321,4,um it's type of car black .,"it's a type of car black , , is it ?",False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-03-10.45.annotated.cex,lara,it's type of car black.,"it's a type of car black, is it?"
322,5,like grandma's .,"it's a Rover like grandma's , , is it ?",False,"subject, verb, determiner, object",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-03-10.45.annotated.cex,lara,like grandma's.,"it's a Rover like grandma's, is it?"
323,6,he can sit in back .,"think you've gotta sit in the back , George .",False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-03-10.45.annotated.cex,lara,he can sit in back.,"think you've gotta sit in the back, George."
324,7,he can sit in back .,this is the back .,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-03-10.45.annotated.cex,lara,he can sit in back.,this is the back.
325,8,we going .,are we ?,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-3-03-10.45.annotated.cex,lara,we going.,are we?
326,0,where's your eggs ?,my eggs are here .,False,verb,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,where's your eggs?,my eggs are here.
327,1,just like those .,just like what ?,True,,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,just like those.,just like what?
328,2,just like those .,we'll make one a bit like those .,False,"subject, verb",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,just like those.,we'll make one a bit like those.
329,3,you've got pretend finger .,who's got a pretend finger ?,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,you've got pretend finger.,who's got a pretend finger?
330,4,pretend finger .,not a pretend finger .,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,pretend finger.,not a pretend finger.
331,5,I want you to go back to Edinburgh .,to where ?,True,,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,I want you to go back to Edinburgh.,to where?
332,6,it can do it itself .,what can do it itself ?,True,,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,it can do it itself.,what can do it itself?
333,7,we gonna go to the shops .,you're gonna go to the shop ?,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,we going to go to the shops.,you're going to go to the shop?
334,8,I think cat eats they own self .,their own self ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,I think cat eats they own self.,their own self?
335,9,there are .,I don't know if there are any big ones .,False,object,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,there are.,I don't know if there are any big ones.
336,10,it's getting cold .,what's getting cold ?,True,,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,it's getting cold.,what's getting cold?
337,11,but where's the little girl ?,where's what ?,True,,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,but where's the little girl?,where's what?
338,12,got her .,have you found her ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,got her.,have you found her?
339,13,I do want some crisps on my sandwich [=! sings] .,you want some crisps ?,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,I do want some crisps on my sandwich.,you want some crisps?
340,14,please can you leave it where it is now ?,leave what where what is ?,True,,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,please can you leave it where it is now?,leave what where what is?
341,15,are you sitting next to me ?,I'm sitting opposite you .,False,preposition,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,are you sitting next to me?,I'm sitting opposite you.
342,16,I sit and watch you .,you're gonna sit and watch me ?,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,I sit and watch you.,you're going to sit and watch me?
343,17,want this .,you want some coleslaw ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-10-22.105.annotated.cex,lara,want this.,you want some coleslaw?
344,0,can't have any .,I can't have any ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,can't have any.,I can't have any?
345,1,can you do it please ?,what do you want me to do ?,True,,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,can you do it please?,what do you want me to do?
346,2,xxx mend that box ?,"we'll have to mend it again , , won't we ?",False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,mend that box?,"we'll have to mend it again, won't we?"
347,3,shall we play ?,shall we play what ?,True,,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,shall we play?,shall we play what?
348,4,and then do thems ?,we'll have to we can't really do them on this .,False,"plural, subject",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,and then do thems?,we'll have to we can't really do them on this.
349,5,and then do thems ?,we'll have to do them on the floor .,False,"plural, subject",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,and then do thems?,we'll have to do them on the floor.
350,6,xxx Oscar Orange .,I wonder where the Oscar Orange is ?,False,"verb, determiner",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,Oscar Orange.,I wonder where the Oscar Orange is?
351,7,toppled over .,she did toppled over .,False,subject,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,toppled over.,she did toppled over.
352,8,don't know .,you do know .,False,subject,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,don't know.,you do know.
353,9,can't reach it .,you can't reach what ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,can't reach it.,you can't reach what?
354,10,we sharing the aeroplane .,"you're sharing the aeroplane , , are you ?",False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,we sharing the aeroplane.,"you're sharing the aeroplane, are you?"
355,11,did he cross ?,who's cross ?,True,,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,did he cross?,who's cross?
356,12,Ia clown .,"you're a clown , , are you ?",False,"determiner, verb",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,Ia clown.,"you're a clown, are you?"
357,13,xxx a clown ?,I'll be a clown .,False,"subject, verb",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,a clown?,I'll be a clown.
358,14,not going to be hungry at Sarah and Chris's house .,not going to what ?,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,not going to be hungry at Sarah and Chris's house.,not going to what?
359,15,xxx in the washing up ?,put what in the washing up ?,False,"verb, object",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,in the washing up?,put what in the washing up?
360,16,I got another one .,"you've got lots now , , haven't you ?",False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,I got another one.,"you've got lots now, haven't you?"
361,17,&er clown .,a clown .,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,clown.,a clown.
362,18,and then you gonna hoover ?,I'm gonna hoover first .,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-11-10.90.annotated.cex,lara,and then you going to hoover?,I'm going to hoover first.
363,0,I gun cut your hair .,you're gonna cut my hair ?,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,I gun cut your hair.,you're going to cut my hair?
364,1,tsee it ?,I see it .,False,subject,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,tsee it?,I see it.
365,2,I just going put dis soap hay .,you're gonna put it away ?,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,I just going put this soap hay.,you're going to put it away?
366,3,I just making dis .,what're you making ?,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,I just making this.,what're you making?
367,4,&um it's dis my cutter .,that's your cutter ?,False,verb,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,it's this my cutter.,that's your cutter?
368,5,dat for do .,that's for what ?,True,,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,that for do.,that's for what?
369,6,dat for do .,that's for what ?,True,,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,that for do.,that's for what?
370,7,see it ?,I see it .,False,subject,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,see it?,I see it.
371,8,das not hangaber .,that's not a hamburger ?,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,das not hangaber.,that's not a hamburger?
372,9,I gonna pull your hair .,"you're gonna screw my hair , huh ?",False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,I going to pull your hair.,"you're going to screw my hair, huh?"
373,10,das was a seep .,that was a sheep ?,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,das was a seep.,that was a sheep?
374,11,dis was &uh good wide .,that was a good ride .,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,this was good wide.,that was a good ride.
375,12,just putting dis on here .,you putting that paper that &uh clipper onna helicopter ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,just putting this on here.,you putting that paper that clipper onna helicopter?
376,13,das was duh beep beep .,that's the beep beep ?,False,"verb, determiner",data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,das was duh beep.,that's the beep?
377,14,xxx wemme wead dis .,read what ?,True,,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,wemme wead this.,read what?
378,15,let's put it on duh cars .,"okay , put it on the cars .",False,determiner,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre04.annotated.cex,trevor,let's put it on duh cars.,"okay, put it on the cars."
379,0,"oh , he fall down .",he fell out of his chair .,False,past,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre07.annotated.cex,trevor,"oh, he fall down.",he fell out of his chair.
380,1,"&um , &h he's gonna pwactice wiss sta steer .",he's gonna practice with these guys ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre07.annotated.cex,trevor,he's going to pwactice wiss sta steer.,he's going to practice with these guys?
381,2,just talker .,just what ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre07.annotated.cex,trevor,just talker.,just what?
382,3,oh &g gotta go pee .,you gotta go pee ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre07.annotated.cex,trevor,oh gotta go pee.,you gotta go pee?
383,4,&um chicken and noodles .,"can we have some chicken and noodles , and mashed potatoes ?",False,"auxiliary, subject, verb",data/hiller_fernandez_2016/data/annotated_data/Trevor/tre07.annotated.cex,trevor,chicken and noodles.,"can we have some chicken and noodles, and mashed potatoes?"
384,5,forgot our pwate !,"you still forgot my cup , too .",False,subject,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre07.annotated.cex,trevor,forgot our pwate!,"you still forgot my cup, too."
385,6,dis a dis at de garden .,just in the garden ?,False,preposition,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre07.annotated.cex,trevor,this a this at the garden.,just in the garden?
386,7,pwetty soon de Volvo's is gonna go off .,the Volvo is ?,False,possessive,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre07.annotated.cex,trevor,pwetty soon the Volvo's is going to go off.,the Volvo is?
387,0,&d &d de're all dinners pwate .,"oh , dinner plate .",False,plural,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre09.annotated.cex,trevor,de're all dinners pwate.,"oh, dinner plate."
388,1,Gwanny gave me dis dwy wipsticks .,she gave you what ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre09.annotated.cex,trevor,Gwanny gave me this dwy wipsticks.,she gave you what?
389,2,one's baby spoon .,that's that's baby's spoon you said .,False,possessive,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre09.annotated.cex,trevor,one's baby spoon.,that's baby's spoon you said.
390,3,&i &i &i if dey eat dumpers or .,if they eat what ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre09.annotated.cex,trevor,if dey eat dumpers or.,if they eat what?
391,4,&I I don't wake &an anybody up in de house .,"you don't wanna wake anybody up in de house , except Mommy and baby in the morning .",False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre09.annotated.cex,trevor,I don't wake anybody up in the house.,"you don't wanna wake anybody up in the house, except Mommy and baby in the morning."
392,5,baby .,an baby .,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre09.annotated.cex,trevor,baby.,an baby.
393,6,go back to sweep .,go back to sleep .,False,other,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre09.annotated.cex,trevor,go back to sweep.,go back to sleep.
394,7,go go sweep .,you didn't go to sleep !,False,"preposition, other, subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Trevor/tre09.annotated.cex,trevor,go sweep.,you didn't go to sleep!
395,8,I waked evwybody up .,you woke everybody up .,False,past,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre09.annotated.cex,trevor,I waked evwybody up.,you woke everybody up.
396,0,how do you get it over in there ?,how do you get it over in where ?,True,,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre28.annotated.cex,trevor,how do you get it over in there?,how do you get it over in where?
397,1,help me .,"help me , help me with what ?",False,object,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre28.annotated.cex,trevor,help me.,help me with what?
398,0,put it in duh boat .,you put it in the boat ?,False,"subject, determiner",data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,put it in duh boat.,you put it in the boat?
399,1,go sit down on duh padwo .,you want me to sit on the pillow ?,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,go sit down on duh padwo.,you want me to sit on the pillow?
400,2,I kwert duh airplane .,you you closed the airplane ?,False,"determiner, other",data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,I kwert duh airplane.,you closed the airplane?
401,3,kwert dee airplane .,enjoyed the airplane ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,kwert dee airplane.,enjoyed the airplane?
402,4,kwert dee airplane .,"oh , you squirted the airplane .",False,"past, subject",data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,kwert dee airplane.,"oh, you squirted the airplane."
403,5,can't get it out .,"&uh , you keep trying , you can get .",False,subject,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,can't get it out.,"you keep trying, you can get."
404,6,I kwert de airplane .,you squirted him again .,False,past,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,I kwert the airplane.,you squirted him again.
405,7,I fink dat a heocopter .,you think that's a helicopter .,False,other,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,I fink that a heocopter.,you think that's a helicopter.
406,8,gave dis .,she gave this car .,False,subject,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,gave this.,she gave this car.
407,9,dere gun weep in duh water .,you want em to sleep in the water ?,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,there gun weep in duh water.,you want em to sleep in the water?
408,10,from my flower .,it came from the flower Helen gave you .,False,"subject, verb",data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,from my flower.,it came from the flower Helen gave you.
409,11,"&um , on your bottom .",you're gonna make ice cream on my bottom ?,False,"subject, verb, object",data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,on your bottom.,you're going to make ice cream on my bottom?
410,12,"no , no dat a fader .",that's a fatter ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,no that a fader.,that's a fatter?
411,13,day bohs horn Dada .,they both horn ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,day bohs horn Dada.,they both horn?
412,14,"day , day bohs gotta horn .",they both gotta horn ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,day bohs gotta horn.,they both gotta horn?
413,15,he faw on his head .,"see , she fell on the clown fell on his head too .",False,past,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,he faw on his head.,"see, she fell on the clown fell on his head too."
414,16,"&um , cowboy .",that's a cowboy too ?,False,"subject, verb, determiner",data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,cowboy.,that's a cowboy too?
415,17,more ice cweam Dada ?,they want more ice cream ?,False,"subject, verb",data/hiller_fernandez_2016/data/annotated_data/Trevor/tre02.annotated.cex,trevor,more ice cweam Dada?,they want more ice cream?
416,0,a sticky white thing .,what sticky white thing ?,True,,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre21.annotated.cex,trevor,a sticky white thing.,what sticky white thing?
417,1,an where do they live ?,where does who live ?,True,,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre21.annotated.cex,trevor,an where do they live?,where does who live?
418,2,they live in a bad billage that has all different kinds of owls in it .,ows or owls ?,True,,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre21.annotated.cex,trevor,they live in a bad billage that has all different kinds of owls in it.,ows or owls?
419,3,this is his twuck .,that's who's truck ?,True,,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre21.annotated.cex,trevor,this is his twuck.,that's who's truck?
420,4,because I weaded the number book two four two five six .,you read it in the number book .,False,preposition,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre21.annotated.cex,trevor,because I weaded the number book two four two five six.,you read it in the number book.
421,5,you hafta say good bye .,I have to say good bye ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre21.annotated.cex,trevor,you have to say good bye.,I have to say good bye?
422,6,you hafta say good bye .,I have to say good bye please .,False,other,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre21.annotated.cex,trevor,you have to say good bye.,I have to say good bye please.
423,7,no we don't .,what do you mean no we don't ?,True,,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre21.annotated.cex,trevor,no we don't.,what do you mean no we don't?
424,8,got it .,you got it ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Trevor/tre21.annotated.cex,trevor,got it.,you got it?
425,0,but I'm screwing it in .,what is it ?,True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,but I'm screwing it in.,what is it?
426,1,but I'm screwing it in .,what is it though ?,True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,but I'm screwing it in.,what is it though?
